Product_Type,Brand,Build_Quality,User_Lifespan,Usage_Pattern,Expiry_Years,Condition,Original_Price,Used_Duration,Current_Price
Tablet,Lenovo,2,6.2,Moderate,6.500000000000001,4,58714,6,3838.99
Smartphone,Vivo,1,2.9,Light,3.1,1,11267,10,500.0
Laptop,Asus,5,4.4,Light,5.4,3,141782,7,500.0
Washing Machine,LG,1,8.2,Moderate,8.299999999999999,5,29020,5,11538.07
Smartphone,Realme,2,3.2,Heavy,3.3000000000000003,3,42102,9,500.0
Refrigerator,Samsung,5,10.3,Moderate,11.200000000000001,4,51559,2,35999.23
Tablet,Huawei,4,5.9,Heavy,6.4,5,79800,4,29925.0
Washing Machine,Bosch,4,13.9,Light,14.700000000000001,3,57834,1,37729.8
Washing Machine,Whirlpool,2,10.7,Moderate,11.0,3,24000,4,10690.91
Laptop,HP,1,4.0,Moderate,4.1000000000000005,3,82293,2,29505.05
Tablet,Lenovo,4,4.6,Moderate,5.3,3,69245,4,11889.24
Refrigerator,LG,3,12.7,Moderate,13.2,2,38739,4,14849.95
Refrigerator,Whirlpool,1,14.3,Heavy,14.2,1,65815,2,22618.11
Refrigerator,Bosch,2,8.2,Moderate,8.5,4,24270,5,8494.5
Washing Machine,Whirlpool,1,14.9,Light,15.1,4,58093,2,42838.78
Laptop,Lenovo,1,6.9,Heavy,6.800000000000001,1,30936,1,10554.64
Tablet,Huawei,3,6.6,Heavy,6.8999999999999995,1,11436,5,1259.62
Smartwatch,Apple,4,5.0,Light,5.8,5,16138,2,10573.17
Laptop,HP,3,3.6,Heavy,3.9000000000000004,1,96970,7,500.0
Smartphone,Vivo,1,2.5,Moderate,2.6,5,13669,3,500.0
Laptop,Dell,2,4.0,Light,4.4,4,46114,8,500.0
Tablet,Apple,3,4.7,Heavy,5.000000000000001,3,43524,10,500.0
TV,TCL,2,9.7,Moderate,10.0,4,25622,10,500.0
Refrigerator,Samsung,1,9.4,Heavy,9.299999999999999,5,71064,7,17574.97
Smartphone,Xiaomi,4,3.7,Heavy,4.2,1,85228,9,500.0
TV,OnePlus,1,12.4,Moderate,12.5,3,85504,9,16758.78
Refrigerator,Godrej,1,14.9,Heavy,14.799999999999999,2,46548,3,20411.93
Refrigerator,Samsung,2,12.2,Heavy,12.299999999999999,2,23477,6,6613.64
Tablet,Samsung,3,5.3,Light,5.9,4,41359,2,23238.15
TV,TCL,3,13.2,Moderate,13.7,3,40075,8,11671.48
Smartphone,Vivo,1,2.5,Moderate,2.6,5,113075,10,500.0
Washing Machine,IFB,4,8.8,Heavy,9.3,5,45870,1,40937.74
Washing Machine,Whirlpool,3,9.0,Light,9.6,3,51086,9,2235.01
Laptop,HP,5,5.5,Moderate,6.4,3,112305,1,66330.14
Smartwatch,Samsung,1,4.1,Heavy,4.0,2,22705,8,500.0
Smartwatch,Amazfit,3,2.4,Moderate,2.9,5,21470,10,500.0
Smartwatch,Noise,4,2.8,Moderate,3.4999999999999996,2,33534,7,500.0
Smartwatch,Amazfit,2,3.4,Light,3.8,3,29031,5,500.0
Washing Machine,IFB,3,9.3,Light,9.9,3,44947,3,21928.69
Washing Machine,Bosch,2,11.6,Moderate,11.9,2,40434,2,18501.1
Laptop,HP,4,4.4,Light,5.2,1,129439,6,500.0
Laptop,Lenovo,5,3.9,Light,4.9,4,129367,9,500.0
Refrigerator,Bosch,5,9.1,Heavy,9.799999999999999,2,48131,3,18368.36
Smartwatch,Boat,5,4.0,Moderate,4.9,4,5370,4,838.38
Smartwatch,Boat,3,2.3,Heavy,2.6,3,19686,7,500.0
Smartwatch,Noise,4,4.4,Moderate,5.1000000000000005,2,34367,5,500.0
Refrigerator,Whirlpool,5,8.4,Moderate,9.3,4,35543,3,20465.89
Washing Machine,LG,3,10.7,Light,11.299999999999999,3,58461,10,4707.92
Smartphone,OnePlus,4,3.3,Heavy,3.8,5,63676,4,500.0
Tablet,Lenovo,2,4.9,Moderate,5.200000000000001,3,50711,6,500.0
Tablet,Huawei,4,6.8,Heavy,7.3,3,58617,6,7307.05
Tablet,Apple,3,3.9,Heavy,4.2,2,73926,3,11616.94
Tablet,Samsung,4,6.3,Light,7.1,5,45450,10,500.0
Smartphone,Vivo,3,4.6,Moderate,5.1,3,100606,6,500.0
Smartwatch,Noise,4,2.5,Heavy,3.0,1,16204,3,500.0
Smartwatch,Boat,1,3.9,Moderate,3.9999999999999996,3,18785,9,500.0
TV,Sony,5,9.4,Heavy,10.1,5,41886,6,17003.23
Laptop,Acer,2,3.8,Heavy,3.9000000000000004,4,104622,10,500.0
Tablet,Huawei,1,3.8,Moderate,3.9,4,39258,5,500.0
Tablet,Samsung,5,6.6,Moderate,7.5,2,65192,7,2390.37
Smartphone,Apple,4,3.2,Moderate,3.9,4,106028,3,20797.8
Smartwatch,Apple,1,3.4,Heavy,3.3000000000000003,2,11821,10,500.0
Tablet,Apple,5,4.3,Light,5.3,3,10898,10,500.0
Refrigerator,LG,5,12.9,Heavy,13.6,1,22403,5,5666.64
Tablet,Lenovo,3,5.6,Heavy,5.8999999999999995,1,44151,5,2693.96
Laptop,HP,5,6.9,Heavy,7.6000000000000005,1,101123,4,19160.15
Washing Machine,Whirlpool,5,11.3,Moderate,12.200000000000001,5,32519,1,29853.51
Smartphone,Vivo,1,3.0,Moderate,3.1,5,102555,2,36390.48
Laptop,Asus,4,4.1,Light,4.8999999999999995,2,68123,6,500.0
Smartphone,Vivo,5,3.4,Light,4.4,3,36155,3,8052.7
Tablet,Samsung,3,5.8,Moderate,6.300000000000001,3,35094,8,500.0
Laptop,HP,3,5.5,Light,6.1,2,146650,8,500.0
Laptop,Asus,5,5.9,Moderate,6.800000000000001,5,131789,5,34885.32
Smartwatch,Noise,3,3.3,Light,3.9,3,45224,3,7305.42
Laptop,Dell,4,5.1,Moderate,5.8,1,120021,2,31453.78
Washing Machine,IFB,2,12.1,Moderate,12.4,1,44158,5,10540.94
Smartwatch,Boat,3,4.3,Moderate,4.800000000000001,4,26881,5,500.0
Laptop,Asus,5,6.7,Light,7.7,5,106654,5,37398.16
Smartphone,Samsung,2,5.0,Heavy,5.1000000000000005,4,93951,7,500.0
Smartwatch,Apple,2,2.9,Moderate,3.1999999999999997,4,40182,8,500.0
Smartphone,Xiaomi,5,5.0,Moderate,5.9,2,36777,6,500.0
Laptop,Apple,2,6.4,Heavy,6.500000000000001,4,45957,1,33053.69
Smartwatch,Boat,4,4.6,Heavy,5.1,5,46776,7,500.0
TV,TCL,4,10.5,Moderate,11.200000000000001,4,143122,5,67344.01
Tablet,Huawei,5,4.9,Light,5.9,5,78878,4,25401.39
TV,Samsung,2,10.0,Heavy,10.1,4,49143,6,16956.77
Laptop,Dell,2,6.4,Heavy,6.500000000000001,3,32065,10,500.0
Laptop,Dell,2,5.0,Light,5.4,5,112044,10,500.0
Laptop,Dell,2,3.6,Moderate,3.9,5,112429,8,500.0
Tablet,Lenovo,5,5.5,Light,6.5,1,65780,7,500.0
Smartphone,Vivo,5,4.6,Heavy,5.3,5,81073,2,50479.42
Smartwatch,Amazfit,2,4.2,Moderate,4.500000000000001,5,12314,6,500.0
Smartwatch,Boat,2,4.1,Light,4.5,2,40897,2,12496.31
Smartwatch,Noise,2,3.6,Heavy,3.7,3,33224,9,500.0
TV,Samsung,4,14.6,Moderate,15.3,3,145574,6,61940.31
Laptop,Dell,4,6.9,Moderate,7.6000000000000005,1,100830,4,19104.63
Laptop,Dell,4,6.9,Light,7.7,3,125103,7,7961.1
Tablet,Apple,3,5.6,Moderate,6.1,3,48482,6,556.35
TV,Samsung,1,10.6,Moderate,10.7,5,149998,4,93923.98
Laptop,Asus,1,5.3,Heavy,5.2,4,104551,10,500.0
Refrigerator,Whirlpool,2,8.3,Moderate,8.600000000000001,5,44318,7,8245.21
Washing Machine,IFB,4,10.4,Moderate,11.100000000000001,3,48423,4,21681.29
Smartphone,Vivo,5,3.8,Heavy,4.5,4,72696,9,500.0
Laptop,Lenovo,1,5.1,Moderate,5.2,5,61741,7,500.0
Refrigerator,Samsung,2,10.4,Moderate,10.700000000000001,5,71678,2,58280.24
Tablet,Apple,3,4.2,Heavy,4.500000000000001,5,61896,4,6877.33
Laptop,Apple,5,4.4,Light,5.4,4,39566,10,500.0
Laptop,Apple,4,4.8,Light,5.6,2,54365,3,13882.49
Washing Machine,Bosch,1,13.9,Moderate,14.0,3,30426,8,9127.8
TV,LG,2,13.5,Heavy,13.6,2,54653,8,12377.3
Smartphone,Samsung,2,2.2,Moderate,2.5,5,21179,3,500.0
Refrigerator,Godrej,2,14.5,Moderate,14.8,4,29429,5,16563.75
Smartphone,Samsung,1,3.1,Light,3.3000000000000003,3,27197,6,500.0
TV,Samsung,3,8.8,Heavy,9.1,3,195443,7,31571.56
Smartwatch,Amazfit,3,2.5,Moderate,3.0,2,36800,3,500.0
Refrigerator,Godrej,3,9.3,Moderate,9.8,1,45437,7,5192.8
Smartphone,Apple,5,2.2,Moderate,3.1,4,78979,1,45476.62
Smartphone,Vivo,1,2.9,Light,3.1,1,61572,9,500.0
Washing Machine,Whirlpool,2,10.9,Moderate,11.200000000000001,4,28541,8,6931.39
Smartwatch,Samsung,5,2.7,Heavy,3.4000000000000004,2,28479,2,6449.66
Washing Machine,IFB,4,13.6,Heavy,14.1,2,15172,3,6569.15
Smartphone,Samsung,3,2.6,Light,3.2,5,102504,4,500.0
Refrigerator,Whirlpool,5,13.1,Light,14.1,3,76953,9,19483.84
Smartphone,Realme,4,2.7,Heavy,3.2,5,105104,1,72259.0
Tablet,Apple,1,6.4,Heavy,6.300000000000001,4,26774,1,19145.53
Washing Machine,Bosch,4,11.7,Moderate,12.4,4,27329,3,17609.57
Smartwatch,Boat,1,2.1,Heavy,2.0000000000000004,4,14259,6,500.0
Smartwatch,Amazfit,3,4.1,Heavy,4.3999999999999995,5,36370,2,19838.18
Refrigerator,Whirlpool,1,13.5,Moderate,13.6,1,65789,6,14705.78
TV,TCL,5,14.8,Light,15.8,3,61915,2,37854.36
Refrigerator,Godrej,3,14.7,Heavy,14.999999999999998,5,65475,6,39285.0
Tablet,Apple,2,5.9,Light,6.300000000000001,2,52390,10,500.0
Tablet,Lenovo,2,3.9,Light,4.3,1,60644,1,18616.3
TV,TCL,3,8.5,Moderate,9.0,2,68009,4,20780.53
TV,Samsung,3,11.4,Moderate,11.9,5,192067,3,143646.75
Smartwatch,Samsung,4,3.0,Light,3.8,2,15800,1,6403.16
TV,Samsung,3,14.0,Light,14.6,5,108260,8,48939.45
Tablet,Lenovo,1,5.9,Heavy,5.800000000000001,2,37837,3,10046.38
Laptop,Apple,1,5.7,Heavy,5.6000000000000005,4,80999,6,500.0
Smartphone,Samsung,2,4.9,Heavy,5.000000000000001,3,82792,7,500.0
Smartphone,Samsung,5,3.4,Moderate,4.300000000000001,3,53972,3,11421.98
TV,Sony,1,12.0,Moderate,12.1,4,68776,3,43965.48
Washing Machine,Whirlpool,1,14.3,Light,14.5,3,45258,10,9831.91
Washing Machine,LG,5,14.3,Light,15.3,4,56916,3,38892.6
Refrigerator,Whirlpool,2,9.8,Heavy,9.9,3,53285,3,25996.62
Laptop,Acer,3,4.3,Moderate,4.800000000000001,2,40033,7,500.0
Smartwatch,Boat,2,4.0,Moderate,4.300000000000001,4,48017,2,21830.98
Laptop,HP,5,5.0,Heavy,5.7,4,53930,3,21713.92
Tablet,Lenovo,2,5.6,Moderate,5.9,1,37365,10,500.0
Smartwatch,Boat,2,2.9,Heavy,3.0,2,13765,6,500.0
Tablet,Huawei,4,5.7,Light,6.5,3,48902,2,23698.66
Laptop,Apple,3,5.6,Moderate,6.1,4,106295,3,45915.95
Smartphone,Samsung,3,2.3,Moderate,2.8,1,70967,3,500.0
Smartphone,Realme,2,2.1,Moderate,2.4,3,34944,7,500.0
TV,OnePlus,4,12.2,Moderate,12.9,4,187875,9,48279.51
Smartphone,Realme,4,2.5,Heavy,3.0,2,64653,2,11853.05
Washing Machine,Samsung,4,11.9,Heavy,12.4,3,25407,2,14916.37
Tablet,Huawei,4,6.6,Heavy,7.1,2,17659,9,500.0
Refrigerator,Samsung,3,14.5,Heavy,14.799999999999999,5,51886,7,27345.32
Smartwatch,Samsung,2,2.4,Heavy,2.5,2,30739,5,500.0
Smartphone,Vivo,4,4.8,Moderate,5.5,2,86594,4,12989.1
Washing Machine,LG,2,10.5,Heavy,10.6,4,42548,1,32753.93
Smartwatch,Apple,3,3.0,Light,3.6,1,30454,3,2030.27
Refrigerator,Whirlpool,2,11.8,Light,12.200000000000001,4,72985,2,51867.21
Laptop,Lenovo,2,4.1,Heavy,4.2,2,113600,1,47603.81
TV,TCL,5,8.7,Moderate,9.6,5,58102,5,27840.54
Refrigerator,LG,3,12.8,Heavy,13.1,1,74531,2,25260.89
Refrigerator,Whirlpool,1,13.7,Heavy,13.599999999999998,1,61779,7,11992.39
Washing Machine,LG,3,8.6,Moderate,9.1,5,44254,8,5349.38
Tablet,Lenovo,1,4.0,Moderate,4.1000000000000005,2,53658,2,15115.85
Washing Machine,LG,1,12.5,Moderate,12.6,2,49946,3,20929.75
Laptop,Asus,2,5.2,Moderate,5.500000000000001,5,65015,9,500.0
Washing Machine,LG,3,13.8,Heavy,14.1,1,33878,8,5862.58
Tablet,Apple,1,6.0,Heavy,5.9,5,16153,7,500.0
Laptop,Apple,2,4.9,Moderate,5.200000000000001,3,103389,9,500.0
Smartphone,Realme,5,2.9,Moderate,3.8,2,37819,6,500.0
Washing Machine,IFB,2,9.5,Moderate,9.8,5,49560,7,14160.0
Refrigerator,Whirlpool,1,14.3,Light,14.5,1,73006,1,27188.44
Tablet,Lenovo,4,4.4,Moderate,5.1000000000000005,1,23346,1,7507.34
Laptop,Dell,5,4.7,Light,5.7,5,127284,2,82622.95
Laptop,HP,2,5.1,Light,5.5,1,123239,6,500.0
Laptop,Lenovo,2,6.0,Light,6.4,4,84164,10,500.0
TV,OnePlus,2,8.7,Heavy,8.799999999999999,4,152730,9,500.0
Smartwatch,Apple,3,3.2,Heavy,3.5000000000000004,2,13989,7,500.0
TV,OnePlus,3,8.1,Heavy,8.399999999999999,3,23591,6,4718.2
TV,LG,1,13.9,Moderate,14.0,5,124273,4,88766.43
Tablet,Huawei,5,6.5,Moderate,7.4,5,55475,3,32985.14
Refrigerator,Godrej,5,14.9,Heavy,15.6,3,61460,9,18201.62
Washing Machine,IFB,5,8.2,Moderate,9.1,2,29768,8,1979.08
Laptop,Lenovo,4,3.9,Light,4.7,3,83006,5,500.0
Tablet,Lenovo,3,4.8,Light,5.4,5,22646,2,14258.59
Laptop,Asus,5,5.4,Heavy,6.1000000000000005,3,100524,1,58831.26
Laptop,Apple,4,4.2,Light,5.0,4,77651,8,500.0
TV,Sony,5,10.5,Light,11.5,5,58719,9,12765.0
Smartwatch,Boat,1,3.6,Moderate,3.7,4,44618,7,500.0
Washing Machine,LG,2,10.6,Light,11.0,5,42350,1,38500.0
Smartphone,Xiaomi,3,4.3,Light,4.9,2,15086,7,500.0
TV,TCL,4,8.6,Heavy,9.1,5,197397,10,500.0
Washing Machine,IFB,5,9.5,Moderate,10.4,2,47029,6,10943.29
Smartwatch,Amazfit,5,2.6,Heavy,3.3000000000000003,4,7546,4,500.0
Smartwatch,Apple,5,3.2,Heavy,3.9000000000000004,2,31049,9,500.0
Smartwatch,Boat,2,2.3,Heavy,2.4,1,30585,10,500.0
Tablet,Apple,4,4.6,Heavy,5.1,4,37477,9,500.0
Tablet,Samsung,5,5.1,Heavy,5.8,3,28209,4,6128.16
Laptop,Acer,4,3.7,Moderate,4.4,3,76350,9,500.0
Smartphone,OnePlus,1,2.0,Light,2.2,2,59785,2,2989.25
Smartphone,Realme,1,2.5,Light,2.7,2,94107,5,500.0
Laptop,Apple,5,6.5,Moderate,7.4,3,142502,5,32351.81
Refrigerator,Whirlpool,2,8.5,Light,8.9,2,75147,4,22755.19
Laptop,Acer,1,6.3,Light,6.5,1,62990,7,500.0
Tablet,Samsung,3,3.9,Heavy,4.2,1,39543,1,12051.2
Laptop,Acer,5,3.7,Heavy,4.4,1,36759,5,500.0
Tablet,Samsung,4,5.1,Light,5.8999999999999995,2,43811,3,11843.82
Refrigerator,Bosch,5,12.2,Light,13.2,2,49350,6,14805.0
Laptop,Acer,1,6.1,Moderate,6.2,3,113057,2,53610.9
Smartphone,Apple,1,3.6,Heavy,3.5000000000000004,3,119756,2,35926.8
Tablet,Samsung,4,5.9,Light,6.7,4,72947,1,52750.48
Refrigerator,Whirlpool,3,9.2,Heavy,9.499999999999998,1,27398,10,500.0
Laptop,Apple,5,6.8,Heavy,7.5,1,39394,9,500.0
Tablet,Samsung,3,4.5,Light,5.1,5,32276,7,500.0
Laptop,Asus,5,4.4,Moderate,5.300000000000001,2,126714,3,30244.0
TV,OnePlus,2,14.2,Moderate,14.5,3,107864,3,59883.12
Tablet,Apple,2,5.1,Moderate,5.4,4,20554,4,4529.49
Laptop,Acer,3,5.9,Heavy,6.2,3,74444,8,500.0
Refrigerator,LG,4,14.2,Light,15.0,4,51368,3,34930.24
Refrigerator,Bosch,1,10.0,Moderate,10.1,5,29515,5,14903.61
Laptop,Dell,5,4.9,Heavy,5.6000000000000005,4,108914,10,500.0
Tablet,Apple,3,4.8,Heavy,5.1000000000000005,5,18253,8,500.0
Refrigerator,Whirlpool,5,10.3,Moderate,11.200000000000001,1,66129,4,17004.6
Tablet,Apple,5,5.2,Light,6.2,5,37420,8,500.0
Washing Machine,IFB,5,13.5,Heavy,14.2,2,32645,2,15425.91
Refrigerator,Godrej,4,13.9,Light,14.700000000000001,1,26889,6,6365.56
Refrigerator,Godrej,5,12.5,Heavy,13.2,5,70291,1,64965.92
Washing Machine,Bosch,2,9.2,Light,9.6,5,37682,1,33756.79
Washing Machine,LG,5,13.0,Moderate,13.9,4,45584,1,35958.89
Laptop,Lenovo,3,3.6,Moderate,4.1000000000000005,4,55659,5,500.0
Smartwatch,Boat,1,5.0,Heavy,4.9,1,8356,4,613.91
TV,TCL,4,8.2,Heavy,8.7,5,84352,4,45569.47
Tablet,Lenovo,1,5.6,Moderate,5.7,2,36481,7,500.0
Smartwatch,Samsung,1,3.1,Light,3.3000000000000003,4,33616,9,500.0
Tablet,Huawei,3,5.7,Moderate,6.200000000000001,4,47604,10,500.0
Refrigerator,Godrej,2,9.2,Heavy,9.299999999999999,5,21879,2,17173.84
Refrigerator,Samsung,5,10.1,Light,11.1,2,40990,7,8327.25
Smartwatch,Samsung,3,2.8,Moderate,3.3,3,45122,3,2871.4
TV,Sony,2,10.6,Heavy,10.7,5,119896,3,86280.3
Tablet,Samsung,3,3.6,Light,4.2,4,65940,10,500.0
Tablet,Huawei,2,3.8,Light,4.2,4,71662,6,500.0
TV,TCL,2,11.1,Moderate,11.4,3,127027,7,34319.58
Washing Machine,Samsung,3,12.8,Moderate,13.3,1,48687,6,10689.18
Laptop,Apple,2,5.4,Light,5.800000000000001,4,91653,1,64473.14
Smartwatch,Noise,1,2.3,Light,2.5,1,45259,6,500.0
Refrigerator,Whirlpool,5,9.0,Light,10.0,3,51512,3,25240.88
Laptop,Acer,2,5.4,Heavy,5.500000000000001,5,82866,6,500.0
Refrigerator,LG,5,10.1,Light,11.1,4,36404,6,14217.24
Laptop,Acer,5,6.9,Light,7.9,4,98424,3,51890.63
Smartwatch,Noise,3,3.1,Moderate,3.6,5,22568,6,500.0
Washing Machine,LG,1,9.0,Heavy,8.899999999999999,1,31533,1,11195.99
Tablet,Lenovo,5,3.8,Moderate,4.7,3,72296,4,7537.24
Washing Machine,Whirlpool,4,12.4,Light,13.200000000000001,3,40673,4,19843.49
Refrigerator,LG,2,14.3,Light,14.700000000000001,1,74863,10,9574.32
TV,LG,3,10.7,Light,11.299999999999999,3,145349,6,47720.78
TV,TCL,1,14.2,Moderate,14.299999999999999,4,111753,6,55134.08
Refrigerator,Samsung,4,14.3,Light,15.100000000000001,2,63758,7,18810.72
TV,OnePlus,3,9.1,Heavy,9.399999999999999,3,158721,3,75645.75
Washing Machine,Samsung,3,8.6,Light,9.2,5,57552,3,38785.04
Smartwatch,Boat,5,3.0,Light,4.0,2,7065,9,500.0
Refrigerator,Whirlpool,4,8.2,Moderate,8.9,4,23948,8,2058.45
Laptop,Dell,3,5.8,Light,6.4,1,115827,6,2895.68
Smartwatch,Samsung,1,4.4,Light,4.6000000000000005,1,31098,8,500.0
TV,OnePlus,1,13.3,Heavy,13.2,4,105232,5,55565.68
Laptop,Acer,4,3.6,Moderate,4.300000000000001,2,51718,2,15214.71
Tablet,Lenovo,5,6.0,Light,7.0,2,24966,1,11769.69
Smartphone,Realme,1,3.3,Light,3.5,2,70329,3,5525.85
Tablet,Apple,5,5.7,Heavy,6.4,3,28748,1,16979.29
Washing Machine,LG,1,11.9,Moderate,12.0,2,38284,5,12282.78
Washing Machine,LG,3,13.5,Moderate,14.0,4,43829,6,21288.37
Smartphone,Xiaomi,2,2.0,Light,2.4,4,104822,10,500.0
Smartphone,Xiaomi,3,4.7,Moderate,5.200000000000001,1,10873,3,1840.05
Washing Machine,Bosch,1,14.5,Light,14.7,2,58612,9,12499.91
Smartphone,Xiaomi,1,3.0,Light,3.2,5,113194,2,42447.75
Smartphone,Xiaomi,3,3.3,Moderate,3.8,5,21217,8,500.0
Smartwatch,Boat,5,4.9,Heavy,5.6000000000000005,2,30810,8,500.0
Tablet,Lenovo,3,7.0,Light,7.6,4,48678,7,3266.55
Tablet,Lenovo,4,4.3,Light,5.1,2,70152,4,8321.95
Tablet,Huawei,2,6.7,Light,7.1000000000000005,4,29699,10,500.0
Smartphone,Apple,2,3.6,Moderate,3.9,3,100705,3,16267.73
TV,LG,1,9.3,Moderate,9.4,3,121531,10,500.0
Washing Machine,Bosch,5,14.1,Moderate,15.0,3,52201,8,17052.33
TV,LG,5,11.5,Light,12.5,1,151670,6,31547.36
Tablet,Lenovo,2,4.5,Light,4.9,5,13522,4,2483.63
Laptop,Lenovo,1,5.7,Light,5.9,1,87743,9,500.0
Smartphone,Vivo,4,3.6,Moderate,4.300000000000001,2,105053,1,44342.14
Smartwatch,Boat,1,2.3,Heavy,2.2,2,18387,3,500.0
Refrigerator,Whirlpool,3,14.7,Light,15.299999999999999,2,33762,7,10073.43
Laptop,Asus,3,3.9,Moderate,4.4,5,131362,8,500.0
Laptop,Dell,1,6.1,Heavy,6.0,1,102477,9,500.0
Laptop,Acer,1,4.2,Moderate,4.300000000000001,2,142823,10,500.0
Laptop,Asus,1,6.6,Light,6.8,1,48186,1,16439.93
Tablet,Apple,3,5.4,Moderate,5.9,2,37833,6,500.0
Smartphone,OnePlus,3,2.4,Heavy,2.7,5,51607,3,500.0
Smartphone,Xiaomi,5,3.5,Moderate,4.4,4,68693,4,5308.1
TV,Sony,3,9.5,Heavy,9.799999999999999,3,190810,3,92679.14
Refrigerator,Godrej,4,14.8,Heavy,15.3,3,47840,1,31299.24
Laptop,Apple,1,3.6,Light,3.8000000000000003,1,142062,10,500.0
Laptop,Acer,5,5.2,Moderate,6.1000000000000005,5,31552,5,5689.7
Laptop,Asus,1,6.0,Heavy,5.9,5,39233,7,500.0
TV,TCL,5,12.7,Moderate,13.6,4,182326,5,98000.22
Tablet,Samsung,2,5.8,Light,6.2,5,54771,1,45936.97
Tablet,Samsung,3,6.5,Light,7.1,1,77618,10,500.0
Smartwatch,Boat,5,4.2,Moderate,5.1000000000000005,4,35424,1,24206.4
Tablet,Huawei,1,6.4,Light,6.6000000000000005,4,76111,2,45090.0
Smartwatch,Samsung,1,2.2,Moderate,2.3000000000000003,3,32590,7,500.0
Smartwatch,Boat,5,4.6,Light,5.6,1,40646,2,10451.83
Smartphone,OnePlus,1,3.5,Moderate,3.6,4,89975,1,55234.65
TV,LG,5,8.4,Light,9.4,4,59131,7,12832.69
TV,Samsung,3,12.3,Heavy,12.6,1,177366,5,42793.07
Tablet,Lenovo,2,4.1,Light,4.5,5,59370,3,19790.0
Washing Machine,IFB,2,15.0,Moderate,15.3,4,34682,3,23699.37
Refrigerator,Godrej,3,14.3,Light,14.9,2,57094,8,14541.73
Smartwatch,Apple,3,3.5,Light,4.1,3,21997,10,500.0
TV,OnePlus,2,11.8,Moderate,12.100000000000001,1,19148,6,3861.25
Refrigerator,LG,5,14.9,Moderate,15.8,5,68910,4,51464.43
Laptop,HP,2,5.6,Light,6.0,3,57092,9,500.0
Smartphone,Apple,4,2.2,Light,3.0,4,11976,8,500.0
Smartwatch,Noise,3,5.0,Moderate,5.5,5,12471,10,500.0
Refrigerator,Samsung,4,10.0,Heavy,10.5,3,51289,8,8548.17
Refrigerator,LG,2,9.1,Heavy,9.2,2,66183,3,24530.87
Smartwatch,Samsung,1,3.8,Light,4.0,3,41758,7,500.0
Washing Machine,IFB,3,9.8,Heavy,10.1,4,29350,1,22477.45
Smartphone,Vivo,3,4.9,Light,5.5,3,12971,3,4127.14
Smartphone,Samsung,2,4.0,Moderate,4.300000000000001,3,92814,10,500.0
Smartwatch,Apple,5,3.6,Light,4.6,4,19006,7,500.0
TV,LG,4,13.3,Light,14.100000000000001,5,156297,3,123042.32
Tablet,Lenovo,3,5.8,Light,6.4,2,13184,5,1586.2
Washing Machine,IFB,4,8.2,Moderate,8.9,4,57369,1,43284.59
Smartphone,Samsung,3,4.3,Moderate,4.800000000000001,4,67371,9,500.0
Washing Machine,Whirlpool,4,14.9,Light,15.700000000000001,5,34772,1,32557.22
Tablet,Apple,5,5.2,Heavy,5.9,5,27337,1,22703.61
Refrigerator,Whirlpool,4,14.2,Heavy,14.7,5,61024,2,52721.41
Smartwatch,Noise,3,4.1,Heavy,4.3999999999999995,1,33194,2,7242.33
Tablet,Huawei,3,4.6,Heavy,4.8999999999999995,1,47626,1,15162.56
Washing Machine,Whirlpool,1,10.3,Moderate,10.4,2,22910,10,500.0
TV,Samsung,3,11.6,Light,12.2,4,155531,6,67184.29
Washing Machine,Whirlpool,3,13.4,Light,14.0,1,18583,3,5840.37
TV,LG,5,8.6,Heavy,9.299999999999999,2,199392,2,86081.6
Laptop,HP,5,4.6,Moderate,5.5,3,118747,10,500.0
TV,LG,3,8.4,Light,9.0,2,171954,3,63049.8
Tablet,Lenovo,4,4.0,Light,4.8,2,75816,9,500.0
Tablet,Apple,3,5.5,Light,6.1,3,16868,5,2129.24
Smartwatch,Samsung,5,3.0,Heavy,3.7,3,37979,4,500.0
Tablet,Huawei,3,6.2,Moderate,6.700000000000001,1,58075,3,12828.51
Smartwatch,Amazfit,5,3.3,Heavy,4.0,2,30436,3,4184.95
Tablet,Samsung,2,6.8,Light,7.2,2,55775,1,26415.66
TV,Sony,2,9.9,Moderate,10.200000000000001,4,28380,6,9933.0
Smartphone,Realme,3,4.9,Moderate,5.4,1,43528,3,7738.31
Tablet,Huawei,1,6.9,Light,7.1000000000000005,1,34646,8,500.0
Smartwatch,Samsung,4,3.4,Heavy,3.9000000000000004,1,3451,10,500.0
Washing Machine,Whirlpool,5,13.1,Moderate,14.0,4,55156,4,33487.57
TV,LG,4,11.7,Moderate,12.4,4,113604,3,73201.29
Washing Machine,Whirlpool,2,13.3,Moderate,13.600000000000001,3,15135,9,3583.43
Smartwatch,Boat,4,3.6,Moderate,4.300000000000001,4,49246,3,12655.08
Smartwatch,Apple,5,2.8,Light,3.8,2,26581,2,6925.05
Washing Machine,LG,4,8.4,Heavy,8.9,4,38619,8,3319.5
Smartwatch,Apple,3,4.2,Light,4.800000000000001,4,22442,7,500.0
TV,LG,4,10.5,Moderate,11.200000000000001,3,27633,10,2072.48
Washing Machine,Whirlpool,3,14.1,Light,14.7,4,21140,1,16746.62
Washing Machine,Bosch,4,13.8,Light,14.600000000000001,5,19827,4,14394.95
Laptop,Asus,4,3.9,Heavy,4.4,1,98224,2,21430.69
